,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply
1932,Data Analyst,$99K-$178K (Glassdoor est.),"Skills & Experience:

· Associate should have at least 7 years’ experience in Data Analysis with strong knowledge of Healthcare concepts like Member, Enrollment, Claims, Provider etc.

· Must have 3 to 5 years’ experience working in Healthcare Domain

· Should have experience in Requirement gathering, System Analysis, Integration, Data Profiling

· Should have prior experience in Client facing roles

· Gathering and integrating data from disparate sources

· Understands the requirements in detail and provides sign off on the requirements

· Experienced in Database Design/Development in Netezza, Oracle

· Discuss the Data model, data flow and data mapping with the development team, focused on performance strategies

· Should have good communication and strong Analytical Skills

Job Type: Contract

Experience:
Data Analyst: 6 years (Preferred)
sql: 6 years (Preferred)
data analysis: 6 years (Preferred)
Location:
San Francisco, CA (Preferred)",-1.0,Parsoft LLC,"San Francisco, CA","Louisville, KY",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
1933,Clinical Data Analyst,$99K-$178K (Glassdoor est.),"We're looking for a Clinical Data Analyst to help us accomplish our mission to improve lives by learning from the experience of every cancer patient. Here's what you need to know about the role, our team and why Flatiron Health is the right next step in your career.

What You'll Do

In this role, you'll work with the Clinical Data team to interpret and organize clinical oncology data. Reporting to the Manager, Clinical Data, you'll be responsible for assisting with the development of data capture forms and feasibility tests, and working alongside cross-functional team members on ways to improve data models. In addition, you'll also:
Support the management of a portfolio of 2-5 projects
Assist with the development of data capture forms, data capture instructions and data analyses
Support data quality and control activities, including clarifying clinical guidance, correcting errors and refining instructions
Participate in problem-solving discussions with internal stakeholders (e.g. Research Clinicians, Product, Quantitative Sciences, Engineering and Life Science Partnerships) to determine clinically and scientifically sound approaches
Begin to work to understand how to identify major pain points in various workflows by contributing to the development of templates and tools to address these challenges
Surface suggestions regarding how to improve our software platform(s) to our software engineers
This is a great opportunity for you to work with cross functional teams (e.g, Research Clinicians, Product, Operations, Quantitative Sciences and Engineering) on research initiatives to develop high quality data products for delivery to clients.

Who You Are

You have 2+ years of experience working in clinical research and with data management/analysis. You're excited by the prospect of rolling up your sleeves to tackle meaningful problems each and every day. You're a kind, passionate and collaborative problem-solver who seeks and gives candid feedback, and values the chance to make an important impact.
You have BS or MS in science, nursing, or healthcare related field
You have at least 2 year of relevant experience as a clinical research assistant, registered nurse, physician assistant, or equivalent with considerable healthcare experience
You have experience with clinical data management or data entry
You have a high comfort level with technology and familiarity with EMR systems and EDCs
You demonstrate exceptional attention to detail
You have strong verbal and written communication skills
You are a self-motivator who is able to prioritize and address problems in a highly dynamic and fast-paced environment
You are willing to travel to our NYC office once per month during your training period and once per quarter thereafter
If this sounds like you, you'll fit right in at Flatiron.

Extra Credit
You are familiar with SQL
You are familiar with all aspects of how cancer is treated, from diagnosis to recovery, and are fluent in cancer terminology
Why You Should Join Our Team

A career at Flatiron is a chance to work with everyone involved in the future of cancer care and research—all under one roof. Researchers, data scientists, designers, clinicians, technologists and many more all work together to improve cancer care and accelerate research.

You'll also find a culture of continuous learning, broad and inclusive employee support offerings, and a commitment to supporting our team members in all aspects of their lives—at home, at work and everywhere in between. We offer:
Flatiron University training curriculum which includes presentation skills, meeting mastery, coding languages and more
Career coaching opportunities
Hackathons for all employees (not just our engineers!)
Professional development benefit for attending conferences, industry events and external courses
Work/life autonomy via flexible work hours and flexible paid time off
Generous parental leave (16 weeks for either parent)
Back-up child care
Flatiron-sponsored fitness classes
Flatiron Health is proud to be an Equal Employment Opportunity employer.

We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.",4.0,"Flatiron Health
4.0","San Francisco, CA","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
1934,Data Analyst,$99K-$178K (Glassdoor est.),"About thredUP

thredUP is the world’s largest fashion resale platform, inspiring a new generation to think secondhand first. The company has spent the past 10 years reinventing resale, building a marketplace and infrastructure now poised to power the $50B resale economy and usher in a more sustainable fashion future. Millions of consumers use thredUP as the easiest way to sell their clothes and shop over 35,000 brands at up to 90% off — online, in stores or via “try-before-you-buy” Goody Boxes. Backed by world-class investors, thredUP designed a resale engine that has redistributed nearly 100 million unique garments from closets across America and is now powering resale for the broader fashion industry via its Resale-As-A-Service (RAAS) platform.


About the Role

At thredUP, we’re working to revolutionize the clothing industry and we're looking for an experienced Data Analyst to provide the analytical horsepower to help drive our complex marketplace. As part of our data science team, you will work cross-functionally to extract insights about customer behavior, leverage them to make product improvements, and propose the development of new features. You’ll also be involved in our growth marketing efforts to help us scale efficiently. If you get excited about data-driven decision making, we’d love to hear from you.
Responsibilities
Dive into our clickstream data to understand user behavior, providing insights to guide product improvement efforts and level up our data architecture
Work closely with the creative, product, data science, and engineering teams to develop new customer-facing initiatives
Provide insights that will enhance our understanding of customer lifetime value
Create and maintain KPI dashboards to support team decision making
Requirements
Bachelor’s degree or above in a quantitative discipline
At least two years of professional experience in an analytical role
Ability to derive insights from complex data and make recommendations that drive meaningful business impact
Fluent in SQL and advanced proficiency with Excel / Google Sheets.
Strong knowledge of a programming language such as Python, R, or Spark
Knowledge of business intelligence tools Looker and Amplitude or similar
Deep understanding of statistical analysis, and experience with standard techniques including linear regression, time series analysis, experimental design, hypothesis testing, and A/B testing.


What We Offer:
- The opportunity to make a massive impact & influence outcomes for our business and customers alongside passionate coworkers
- Autonomy. The ability to make, own, and carry out decisions
- Competitive salary, equity and full benefits (health/dental/vision insurance & 401k)
- Work from anywhere most Tuesdays and Thursdays (what we call Maker Days)
- Catered lunch on Wednesdays, cold brew coffee and beer on tap
- Flexible PTO

At thredUP, our mission has been built on extending the lives of millions of unique clothing items. Much like our inventory, we believe diversity is key. As a diverse and inclusive workplace, we are committed to ensuring our employees are comfortable bringing their authentic selves to work every day. A unique perspective is critical to solving complex problems and inspiring a new generation to think secondhand first. Everyone is welcome - be you.",3.9,"thredUP
3.9","Oakland, CA","Oakland, CA",1001 to 5000 employees,2009,Company - Private,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1,-1
1935,Data Analyst,$99K-$178K (Glassdoor est.),"Job Summary:
Company: Artech Information Systems LLC
Position: Data Analyst
Duration: 6 months with possible extension
Location: San Francisco, CA
Job Reference Code: 20-23328

Position Overview:
The Data Analyst will need to analyze various data sets and provide directive insight based on trending. The primary responsibility for this role is to pull the data from a variety of websites and then to organize it in pivot tables in Excel.

Skill/Experience/Education
Mandatory:
Bachelor's degree, 3+ years of work experience, knows SQL, Google Slides, Google Sheets, Google Docs
Desired:
One year of experience in an ad sales, ad support, finance, data science, or strategy and operations role.
Experience with statistical analysis and modelling.
Niyaz Ansari
Assistant Manager – Staffing
Artech Information Systems LLC
360 Mt. Kemble Avenue, Suite 2000 | Morristown, NJ 07960
Office: 973.967-3588 | Fax: 973.998.2599
Email: Niyaz.Ansari@artechinfo.com | Website: www.artechinfo.com
LinkedIn: https://www.linkedin.com/in/niyazansari/

Connect with us on - LinkedIn | Facebook | Twitter

About Artech Information Systems LLC
Artech is an employer-of-choice for over 5,800 consultants across the globe. We recruit top-notch talent for over 65 Fortune and Government clients coast-to-coast across the U.S., India, and China. We are one of the fastest-growing companies in the U.S. and this may be your opportunity to join us!
Want to read more about Artech?
Click here to visit our website or click on the following links to read what others are saying about us: The Wall Street Journal, Forbes (1) (2), BusinessWire, Entrepreneur, Better Business Bureau, Hoovers, Diversity Careers(1) (2), The Artech Circle, NJTVOnline, The Business Forum Show, and SIA: “Above the Crowd.”
Connect with Artech through Social Media
Learn more about our company including the latest events at Artech, new job opportunities, jobseeker tips, and more. Follow us on Facebook, Google+, LinkedIn, Pinterest, Twitter, and YouTube.\",3.9,"Artech LLC
3.9","San Francisco, CA","Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),-1,-1
1936,Data Analyst,$99K-$178K (Glassdoor est.),"Location: San Francisco, CAPosition Description:

The Data Analyst will need to analyze various data sets and provide directive insight based on trending. The primary responsibility for this role is to pull the data from a variety of websites and then to organize it in pivot tables in Excel.

This person will help with data management and reporting for creative requests that come through go/SVA.

• Onboarding
Understand Creative Services Teams
Team mapping of Creative Services teams in each region
Different creative services offered by each team
How teams prioritize and capacity constraints
Commonly used descriptions for these services
Understand Partner Teams
Meet contacts across GTM, YT/V, and Sales
Understand which contacts to work with to gather regional reporting
Understand Sales
Which sellers are allowed to request services (i.e. are services gated or not)
• Data management
Partner with Creative Services teams or regional GTM
Work with SVA Admin Owners to drive data consistency across inputs
Host office hours as needed
Flag missing information or data gaps to the SVA Admin Owner
Do routine checks to make sure data isnt pulling inaccurately
Flag potential bugs to GSL StratOps Team or Tools team
• Data metrics
Coordinate with GSL StratOps for
Revenue
Product Adoption
Seller Satisfaction
Client Satisfaction
Other metrics
Check for bugs / issues in reporting dashboard
• Reporting
Share bi-weekly updates via email or slides with global GSL StratOps Team
Flag if compliance / usage seem low (i.e. high likelihood sellers in region are not using go/SVA)
Job Requirements:
Skill/Experience/Education
Mandatory

• Bachelor's degree
• 3+ years of work experience
• Knows SQL
• Knows Google Slides, Google Sheets, Google Docs

Desired

• One year of experience in an ad sales, ad support, finance, data science, or strategy and operations role.
• Experience with statistical analysis and modelling.
• Knowledge of Google internal databases like Ads F1, Analytics configstore, ASR, Tangle, or XP.
• Knowledge of Google internal tools and systems like Plx, DasNav, F1, and Critique.
• Deep familiarity with Google Ads, Search Ads 360, Analytics 360, or Attribution.
• Basic knowledge of any programming language.

As an equal opportunity employer, ICONMA prides itself on creating an employment environment that supports and encourages the abilities of all persons regardless of race, color, gender, age, sexual orientation, citizenship, or disability.

.",3.6,"ICONMA
3.6","San Francisco, CA","Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,-1
1937,Data Systems Analyst,$99K-$178K (Glassdoor est.),"Bioinformatics Programmer III

02-Jul-2020

Job Code and Payroll Title
9401 Bioinformatics Programmer III

Job Summary
JOB OVERVIEW
UCSF is seeking a person to serve as a Data Systems Analyst at UCSF Cancer Immunotherapy Program (CIP), working in the laboratories of Dr. Lawrence Fong and Dr. David Oh. The job function involves developing and utilizing computational tools to analyze and interpret biological or other research data and includes utilizing and developing algorithms, computational techniques, and statistical methodologies. The Data Systems Analyst will help in the design of new experiments, implements end-user needs in database searching and integration. Additionally, the Data Systems Analyst should be able to provide web-based bioinformatics and access to public and proprietary databases and teach established in-house pipelines to researchers.

The position involves establishing pipelines using existing computer algorithms for the analysis of RNA, DNA and TCR sequencing as well as Cytof data. The position will also involve developing new algorithms and pipelines as needed, commencing with but not limited to single cell RNA and TCR sequencing of immune cells from immunotherapy-treated and untreated cancer patients. The candidate will be expected to make independent and innovative contributions to a variety of experimental analyses that may lead to contributions to scientific publications. Eventually, the candidate will implement end-user needs for everyone in the laboratory to be able to use the algorithms in the pipeline for large scale studies.

DIVISION OF HEMATOLOGY/ONCOLOGY / MEDICINE
The Division of Hematology/Oncology is one of the largest Divisions in the Department of Medicine (DOM). Currently, the Division has 80 + Full-time faculty, 18 part-time and/or volunteer faculty, 26 Accreditation Council for Graduate Medical Education (ACGME) and non-ACGME fellows, 13 post-doctoral fellows, 32 Non faculty appointments and 57 administrative and research staff. The Division’s primary research, clinical and teaching functions are primarily split between the Parnassus, Mission Bay and Mount Zion campuses, although the faculty, fellows, and staff have appointments and clinical, research, and educational activities at San Francisco General Hospital (SFGH), and Veterans Affairs Medical Center (VAMC).

Working closely with UCSF Cancer Immunotherapy Program (CIP) at the UCSF Helen Diller Family Comprehensive Cancer Center (HDFCCC) comprising of the Cancer Immunotherapy Clinic and the Cancer Immunotherapy Lab on the Parnassus Campus, brings together expert UCSF physicians from across all cancer sub-specialties, to work closely with scientists from UCSF and beyond to develop the cancer treatments of the future.

ABOUT UCSF
The University of California, San Francisco (UCSF) is a leading university dedicated to promoting health worldwide through advanced biomedical research, graduate-level education in the life sciences and health professions, and excellence in patient care. It is the only campus in the 10-campus UC system dedicated exclusively to the health sciences.

Organization
Campus

Req Number
55489BR

Location
UCSF Parnassus

Job Title
Data Systems Analyst

Appointment Type
Career

Percentage
100%

Shift Length
8 Hours

Shift
Days

Work Days
Monday – Friday, 8:00 AM – 5:00 PM

Required Qualifications
• Bachelor's degree in biological science, computational/programming, or related area and three to five years of experience, or equivalent experience/training
• Thorough knowledge of bioinformatics methods and data structures
• Thorough knowledge of bioinformatics programming design, modification and implementation
• Thorough skills associated with statistical analysis and systems programming
• Experienced with Unix
• Experienced with R programming
• Knowledge of relevant biology
• Ability to produce high-quality reports and documentation

Preferred Qualifications
• Master's degree in biological science, computational/programming
• Advanced degree in Information Technology or related discipline
• Experienced with open-source development (e.g. maintenance, contributions)
• Experienced with compute clusters and job schedulers
• Experienced with version control (e.g. Git) and corresponding repositories (e.g. GitHub)
• Experience with cloud computing
• Skills to communicate complex information in a clear and concise manner both verbally and in writing
• Skilled in Tableau or other data visualization tools, SQL tables, queries and stored procedures, Python or other programming language(s)
• Familiarity with ETL processes, VBA in MS Excel or MS Access, charting/visualizations using MS Excel
• Demonstrated ability to communicate technical information to technical and non-technical personnel at various levels in the organization
• Demonstrated ability to work with others from diverse backgrounds. Demonstrated effective communication and interpersonal skills. Demonstrated service orientation skills
• Self-motivated and works independently and as part of a team
• Demonstrated strong problem-solving skills. Able to learn effectively and meet deadlines
• Critical thinking skills and attention to detail

License/Certification
n/a

Position Type
Full Time

Department Name
Medicine / Hematology / Oncology

Equal Employment Opportunity
The University of California San Francisco is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information.",4.1,"UCSF Medical Center
4.1","San Francisco, CA","San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Stanford Health Care, Dignity Health, Sutter Health",-1
1938,Data Analyst,$99K-$178K (Glassdoor est.),"Voleon is a technology company that applies state-of-the-art machine learning techniques to real-world problems in finance. For more than a decade, we have led our industry and worked at the frontier of applying machine learning to investment management. We have become a multibillion dollar asset manager, and we have ambitious goals for the future.

Your colleagues will include internationally recognized experts in machine learning research as well as highly experienced technology and finance professionals. The people who shape our company come from other backgrounds, too, including concert music performance, humanitarian aid, opera singing, sports writing, and BMX racing. You will be part of a team that loves to succeed together.

In addition to our enriching and collegial working environment, we offer competitive compensation and benefits packages, technology talks by our experts, a modern office, daily catered lunches, and more.

As a Data Analyst, you will be part of a team responsible for owning and simplifying the flow of data used by production trading algorithms at Voleon. Your work will focus on curating datasets and building processes and tools to standardize and simplify this curation. This role is a means to make a difference: as a machine learning company, data is essential to our business.
Responsibilities
Perform manual steps and develop automated processes to ensure the completeness and integrity of massive amounts of mission critical financial data pertaining to stocks, bonds, futures, commodities, and more
Partner with Members of Research Staff to curate new and existing datasets
Help drive continuous improvements to data quality procedures and a consistent approach to how data quality is measured, monitored and reported
Design systematic and automated processes and tools that allow the team to scale and rapidly onboard new datasets
Work global market hours from our Berkeley office for a portion of every year on a rotational basis
Requirements
Coursework or other relevant training in data analytics, programming, or computing systems
Proven problem-solving and analytical abilities including pattern detection, root cause analysis, and issue resolution
An interest in programming and data analysis / data science
Bachelor’s degree with a strong academic record
Authorization to work in the United States
Preferred Qualifications
Relevant experience in data operations, with proven process improvement skills
An understanding of the software development process and exposure to hands-on coding in a professional environment
Experience in exploratory data analysis and applied statistics
Experience with Python
Experience with SQL and working with a relational database system
Experience with Linux
While financial industry experience is a plus, we are open-minded in our search for critical thinkers who are passionate about technology and data
“Friends of Voleon” Candidate Referral Program
If you have a great candidate in mind for this role and would like to have the potential to earn $7,500 if your referred candidate is successfully hired and employed by The Voleon Group, please use this form to submit your referral. For more details regarding eligibility, terms and conditions please make sure to review the Voleon Referral Bonus Program.
Equal Opportunity Employer
The Voleon Group is an Equal Opportunity employer. Applicants are considered without regard to race, color, religion, creed, national origin, age, sex, gender, marital status, sexual orientation and identity, genetic information, veteran status, citizenship, or any other factors prohibited by local, state, or federal law.",4.6,"The Voleon Group
4.6","Berkeley, CA","Berkeley, CA",51 to 200 employees,2007,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,-1
1939,Senior Data Analyst,$99K-$178K (Glassdoor est.),"Redfin is redefining real estate in the consumer’s favor by combining our own technology and agents to create a service that’s better, faster, and costs less. As a Redfinnian, you'll make a difference in one of life’s most important events—buying or selling a home. Our hiring standards are high, yet our culture is humble. We’ve got all the perks, but if what you value most is doing great work in a creative, collaborative, and disciplined environment, join us.

As a Senior Data Analyst for the User Growth team, you’ll use some of the most robust real estate search data in the world to build tools and answer questions that drive key business decisions across the entire company. What drives new users to come to Redfin? How can we improve our product to bring potential homebuyers and sellers back? How can we make sure that search engines understand the value of our site and rank us appropriately? We need a Senior Analyst to help us turn the mysteries of organic user acquisition and retention into clear and undeniable recommendations for action.

The Role
Partner with Engineering and Product Management to analyze the health of our technology and prioritize potential projects
Dive deep into user behavior on Redfin’s site and apps to discover what best encourages search engines to rank us highly, and users to return for a second visit
Craft and deliver presentations on the state of user growth, or on the results of recent analysis, to Product and Engineering teams and to the C-level executive team
Help create strategic A/B tests and correctly analyze often-complex results, even when random user level splitting is impossible
Skills & Experience
3+ years experience working with user activity data in a business analytics context required. Experience with SEO analysis is a big plus.
Expert-level SQL, Tableau, and Excel skills
Experience accessing and manipulating database data using Python
Ability to design analyses and experiments that produce actionable results fast
Brilliant communication skills and ability to explain complex ideas clearly to a nontechnical audience
You’re an analytical juggernaut who doesn’t stop at the “What?” but hungers for the “Why?” and “What if?”
Bachelor’s degree in statistics, computer science, business analytics, or a related field. An advanced degree in a relevant field is a plus.
What We Offer
Competitive compensation packages with a salary, bonuses, and restricted stock grants
Generous benefits, including three weeks of paid vacation, medical, dental, and vision insurance, and fully paid family leave
Strong startup culture with catered lunches, casual dress code, happy hours, and more
To make sure we hire the most qualified people, we’ve designed a multi-step selection process which may include interviews, a homework assignment, and a reference check. We’re excited to get to know you and hope you’re ready to give this opportunity everything you’ve got!

Redfin is an equal opportunity employer committed to hiring a diverse workforce.",3.4,"Redfin
3.4","San Francisco, CA","Seattle, WA",1001 to 5000 employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,"Zillow, Trulia, Coldwell Banker",-1
1940,Data Analyst (College & Foundation Reporting),$99K-$178K (Glassdoor est.),"About KIPP Bay Area Public SchoolsKIPP is a non-profit network of 224 college-preparatory, public charter schools across the country educating early childhood, elementary, middle, and high school students. KIPP schools are united by a common mission, a commitment to excellence, and a belief that if we help children develop the academic and character strengths they need for college and choice-filled lives, they will be able to build a better tomorrow for themselves, for their communities, and for us all.There are currently 15 KIPP schools across the Bay Area educating nearly 6,000 students in East Palo Alto, Oakland, San Francisco, San Lorenzo, San Jose, and Redwood City and supporting over 3,000 alumni around the country.About the Data & Evaluation TeamWe want every layer of our organization -- from our Executive Team to our teachers -- to feel empowered by data, and ready to learn and grow from it so that we can best support our students, families, and staff. To do this, we aim to make actionable insight readily available, drive regional evaluation to identify and share best practices, improve processes and role sustainability, and to inspire introspection among our teammates.Position OverviewWe are looking for a Data Analyst to join our relentlessly curious, entrepreneurial regional Data and Evaluation team. They will focus on a portfolio of work that supports college matriculation, persistence, and alignment with KIPP Foundation reporting metrics. We are looking for a data evangelist, who not only enjoys diving deep into data sets and uncovering key insights but also is excited by building data literacy and championing a data-driven culture. The ideal candidate will be an analytical, resourceful problem-solver and a skilled communicator. This is a highly collaborative position, as the Data Analyst will work cross-functionally with several teams at our Regional Support Office in Oakland (BART-accessible), and will report to the Data Manager.Essential FunctionsWith support from the KIPP Through College (KTC) and Data and Evaluation team, the Data Analyst will be responsible for:Alumni Data Management, Stewardship, & SupportSupport administration of our region's Alumni Database (Salesforce), with a focus on advisor support and data quality and accuracySupport and train KIPP Through College advisors and managers in maintaining current and accurate student dataLead the development, maintenance, and adoption of all KTC Data Analysis ToolsWork with regional teams to align data definitions, methodologies, and data sources for all topics pertaining to high school enrollment, graduation, college matriculation, and persistenceDevelop and maintain clear documentation to ensure consistency of data definitions and procedures around data collection and reportingData Visualization, Reporting & EvaluationServe as the KIPP Through College Data Champion for all evaluation and reporting needsDevelop a deep expertise in designing, building and maintaining our tool portfolio using Tableau and custom SQL reporting within our data warehouseServe as KTC's data liaison to the KIPP Foundation, ensuring that the region is on track to meet and exceed data reporting goalsDevelop and share analysis on KIPP Through College programming and goals, supporting KIPP Through College leadership with progress monitoringAnalyze, prepare and report annual attainment results for the department and regional leadershipUse Tableau, Google Apps, Microsoft SQL Server, and other tools to customize, create and maintain powerful, sustainable and user-friendly dashboards and tools to support data-driven decision-makingComplete ad hoc data analysis requests in a timely and efficient mannerBuild Capacity and Drive Data Literacy:Develop training resources for KTC advisors and leaders on how to effectively use data dashboardsHelp KTC team troubleshoot data reporting issues in Salesforce and Naviance in a way that builds their internal capacity, developing training resources for the most common issuesPartner with KTC team on data-related projects and initiatives including meeting weekly with KTC leadership to understand project priorities and support needs.RequirementsExperience & skills:Experience analyzing large datasets with high accuracy and attention to detail; experience with educational data a plusHighly resourceful, with demonstrated ability to learn new data platforms/systems quickly and independentlyStrategic thinker, with the ability to think critically about issues and solutionsGoal-oriented, with strong initiative and creative problem-solving skillsFlexible, with strong ability to multitask and prioritizeProven track record of teamwork and proactive collaboration with othersOutstanding written and oral communication skillsBachelor's Degree with a minimum of three years' work experienceTechnical skills:Intermediate expertise with Microsoft ExcelExperience with SQL for database management and reporting (preferred)Experience with data visualization tools (Tableau preferred)Culture & fit:A deep belief that all students can achieve at the highest levels, a passion for social justice and equity for all, and a demonstrated commitment to improving K-12 public educationCommitment to working with educationally underserved student and families from historically marginalized communitiesPositivity, optimism and a solutions-oriented mindsetUnquestioned integrity and commitment to KIPP Bay Area Public School's mission and valuesHighly motivated to deeply understand and tackle complicated issues and datasetsSelf-starter, comfortable in a fast-paced, entrepreneurial environmentPractice healthy communication and embrace productive conflict to form trusting relationships, to collaborate, offer feedback and guidance, and to motivate and inspire others.Sense of humorCompensationKIPP offers a competitive salary as well as a comprehensive benefits package including medical, dental, vision, and transportation benefits.",-1.0,Albany Charter School Network,"Oakland, CA",-1,-1,-1,-1,-1,-1,-1,-1,-1
1941,Senior Data Analyst,$99K-$178K (Glassdoor est.),"Who We Are:


Twitter users generate many terabytes of data every day; The TwS analytics team is at the intersection of all this data and strives to make it actionable to all business units within TwS. Analytics team build real-time and offline solutions to make data accessible and reliable -- and then apply them to the most critical and fundamental analytical problems to guide TwS business decisions via observational analyses, trend analyses, modeling, and new measurement strategies.

What You’ll Do:


We are trying to improve Twitter Service. To improve something, we need to be able to measure it. You will enable better measurements and ensure measurement accuracy so that we know where we are doing well and where we want to improve.

You’ll partner with product, technology, and ops leaders to turn business problems into data problems and demonstrate creativity by using existing data to solve those problems. You have at least 8+ years of experience in applied data science and analytics, including hands-on development and deployment of predictive modeling/machine learning models.
Collaborate w/business partners to identify opportunities, understand objectives, and rationalize efforts to support strategic business objectives w/ both short-term and long-term deliveries in an environment with high SLA expectations.
Advanced - SQL , Python (descriptive / predictive models) and Tableau viz. Working knowledge of Hadoop, BigQuery, Presto, Vertica, Excel
Own the end to end data science process, from initiation to deployment, and through ongoing communication and collaboration, sharing of results to partners and leadership.
Drive personalization, real-time decision-making, causal inference, and predictive analytics capabilities through the application of Machine Learning, Deep Learning, NLP, and Simulation in an agile development framework.
Conduct quantitative analysis of experimental, and textual data to generate insights and drive decision making (ANOVA, Regression, Chi-Sq, AB, pre-post etc..)
[Preferred] Ability to write Scalding job for data extraction and aggregation. Working knowledge of Data warehousing principles
Write well documented code that can be shared and used across teams, and can scale to be used in existing products
Soft skills:
Ability to communicate findings clearly to both technical and non-technical audiences and to effectively collaborate within cross-functional teams
We follow agile framework and processes. Hence, cross-functional collaboration, communication skills and a focus on delivering a great user experience are a must
You should be comfortable managing work plans, timelines and milestones
You have a sense of urgency, move quickly and ship things
Bonus Points:
You're experienced in metrics and experiment-driven development
Experience in statistical methodology (multivariate, time-series, experimental design, data mining, etc.)
Industry experience (retail or service is a plus but not a prerequisite)
Note: Potential exposure to sensitive or graphic content, including but not limited to vulgar language, violent threats, pornography, and other graphic images.

You will see a direct link between your work, TwS growth, and user satisfaction.

We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, color, ethnicity, ancestry, national origin, religion, sex, gender, gender identity, gender expression, sexual orientation, age, disability, veteran status, genetic information, marital status or any legally protected status.",4.0,"Twitter
4.0","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest",-1
